PO_Number,LineItem_ID,Part_Number,Description,Quantity,Unit_Price,Due_Date,Status
157607,1,438S5701,438S5701[SPACER],1,395.00,2025-09-05,Completed
96067,1,Y181602,Y181602  [PLATE],2,155.00,2021-08-10,Completed
119540,1,N02497G01,N02497G01 [COOLING PIPE],1,395.00,2023-04-27,Completed
71830,1,4T122501,4T122501 [RIGHT SCREW BOLT],7,45.00,2020-01-21,Completed
71830,2,4T122502,4T122502 [LEFT SCREW BOLT],2,45.00,2020-01-21,Completed
110389,1,N048865,N048865 [INJECTION BUSHING],1,875.00,2022-10-07,Completed
73606,1,Y026064,Y026064[GUIDE SHAFT],2,75.00,2020-02-28,Completed
136428,1,Y006291,Y006291 [SPROCKET],2,425.00,2024-05-31,Completed
24038,1,Y015907,Y015907 [CASE GUIDE],2,425.00,2017-06-27,Completed
24038,2,Y052734,Y052734 [CASE],1,175.00,2017-06-27,Completed
24038,3,Y052733,Y052733 [SPACER],1,150.00,2017-06-27,Completed
105948,1,N054089,N054089 [SEAT DC1650CS-2],2,2100.00,2022-06-03,Completed
105948,2,Y074206,Y074206 [POPPET DC1650CS-2],2,1075.00,2022-06-03,Completed
105790,1,6S331301,6S331301 [GUIDE SHAFT],3,725.00,2022-05-31,Completed
118931,1,Y089908,Y089908 [LADLE PIN].,1,105.00,2023-04-21,Completed
71987,1,9X352701,9X352701 [FLANGE],1,475.00,2020-01-24,Completed
79465,1,N020197,N020197 [FLANGED BUSHING] ,1,5375.00,2020-07-29,Completed
53515,1,Y026064,Y026064[GUIDE SHAFT],2,75.00,2019-01-18,Completed
53515,2,637W9901,637W9901 [BRACKET],1,125.00,2019-01-18,Completed
53515,3,637W9902,637W9902 [BRACKET],1,125.00,2019-01-18,Completed
98116,1,Y029534,Y029534 [BLOCK],1,220.00,2021-10-26,Completed
86300,1,N066877,N066877 [INJECTION BUSHING],1,2185.00,2021-01-14,Completed
50746,1,H331214,H331214 [CLAMP PLATE],1,3995.00,2018-11-09,Completed
50746,2,N085928,N085928 [CLAMP PLATE],1,2875.00,2018-11-09,Completed
50746,3,Y122756,Y122756 [EJECTOR ROD],2,855.00,2018-11-09,Completed
50746,4,Y122757,Y122757 [EJECTOR ROD],2,950.00,2018-11-09,Completed
115568,1,45X28,45x28 [SHAFT SPACER],4,35.00,2023-02-24,Completed
115568,2,6S331301,6S331301 [GUIDE SHAFT],1,725.00,2023-02-24,Completed
115568,3,6S331501,6S331501 [BEARING STOPPER],2,175.00,2023-02-24,Completed
59776,1,Y019690,Y019690 [END WASHER],6,32.00,2019-05-08,Completed
92836,1,45X28,45x28 [SHAFT SPACER],1,32.50,2021-05-27,Completed
101086,1,637R3601,637R3601 [SHAFT],3,775.00,2022-01-21,Completed
67465,1,Y021408,Y021408[CAP],1,135.00,2019-10-07,Completed
144280,1,Y006291,Y006291 [SPROCKET],1,425.00,2024-11-22,Completed
144280,2,Y006298,Y006298 [BEACASE],2,350.00,2024-11-22,Completed
144280,3,Y006501,Y006501 [SPACER],2,125.00,2024-11-22,Completed
144280,4,Y006502,Y006502 [SPACER],2,110.00,2024-11-22,Completed
139525,1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2,425.00,2024-07-31,Completed
139525,2,Y019691,Y019691 [BUSHING],2,132.50,2024-07-31,Completed
81876,1,695R1601,695R1601 [LOCK NUT],2,47.50,2020-10-07,Completed
30501,1,4T122501,4T122501 [RIGHT SCREW BOLT],4,45.00,2017-10-20,Completed
30501,2,4T122502,4T122502 [LEFT SCREW BOLT],4,42.50,2017-10-20,Completed
30501,3,4T123801,4T123801 [LEFT SCREW NUT],10,10.00,2017-10-20,Completed
50593,1,A98812G01,A98812G01 [LADLE SLIDE BRACKET ASSY ],1,3495.00,2018-11-13,Completed
79101,1,N013391,N013391 [SHAFT FOR POUR ASS'Y],2,500.00,2020-07-14,Completed
29905,1,6S331301,6S331301 [GUIDE SHAFT],2,725.00,2017-10-09,Completed
136831,1,438S5701,438S5701[SPACER],1,375.00,2024-06-05,Completed
112987,1,L698749,L698749 [PACKING RETAINER FOR INJECTION IS I59 I81] L698749 [PACKING RETAINER FOR INJECTION IS I59 I81],2,1175.00,2022-12-08,Completed
40019,1,Y006298,Y006298 [BEACASE] ,2,295.00,2018-04-19,Completed
145175,1,654V2701,654V2701 [FLANGE ( B )],2,500.00,2024-12-13,Completed
145175,2,Y074206,Y074206 [POPPET DC1650CS-2],3,1075.00,2024-12-13,Completed
110612,1,607F0501 ,607F0501 [ADJUSTMENT COLLAR],50,10.75,2022-08-31,Completed
110612,2,607F0502 ,607F0502 [ADJUSTMENT COLLAR],50,11.50,2022-08-31,Completed
110612,3,607F0503 ,607F0503 [ADJUSTMENT COLLAR],50,11.75,2022-08-31,Completed
34968,1,Y020058,Y020058 [P SQUARE KEY] ,1,50.00,2018-01-05,Completed
25871,1,Y040402,Y040402 [LINER BRONZE DC350J],4,1100.00,2017-07-21,Completed
25871,2,647W5603,647W5603 [SLIDE PLATE FOR DC350J],2,250.00,2017-07-21,Completed
150222,1,637R3601,637R3601 [SHAFT],3,775.00,2025-03-21,Completed
150222,2,637R4101,637R4101 [BUSHING],2,275.00,2025-03-21,Completed
62284,1,9X352701,9X352701 [FLANGE],2,475.00,2019-07-04,Completed
62284,2,N049364,N049364 [LADLE SHAFT],1,1250.00,2019-07-04,Completed
62284,3,Y003999,Y003999 [SPROCKET],5,125.00,2019-07-04,Completed
44218,1,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)],2,330.00,2018-07-04,Completed
107335,1,685R1002,685R1002 [ELECTRODE],12,52.50,2022-07-12,Completed
117898,1,N020197,N020197 [FLANGED BUSHING CAN USE N016161],1,5715.00,2023-04-19,Completed
57258,1,614W1809,614W1809 [P SQUARE KEY],1,22.00,2019-03-19,Completed
131877,1,S606252,S606252 [INJECTION WEAR STRIP ISF ISG 250 1630MM X 92MM],3,375.00,2024-02-23,Completed
118229,1,S530348,S530348 [SPLIT COLLAR I81] S530348 [SPLIT COLLAR I81],3,395.00,2023-04-25,Completed
64686,1,6W516901,6W516901 [BUSHING],4,125.00,2019-08-22,Completed
64686,2,416S1701,416S1701 [SHAFT],4,225.00,2019-08-22,Completed
64686,3,6W516701,6W516701 [SHAFT],4,395.00,2019-08-22,Completed
64686,4,6W516801,6W516801 [SHAFT],4,345.00,2019-08-22,Completed
139218,1,S478872,S478872 [BRACKET 1 FOR EJECTOR ISGN 90 - 250],1,250.00,2024-07-25,Completed
31136,1,654V2701,654V2701 [FLANGE ( B )] ,1,475.00,2017-11-02,Completed
58816,1,Y157511,Y157511 [EJECTOR ROD],4,875.00,2019-04-10,Completed
140095,1,M8X385,M8X385 [ELECTRODE ROD Y102661],2,25.00,2024-07-19,Completed
69375,1,9W331104,9W331104 [GUIDE SHAFT DBS500~800MS],2,2200.00,2019-12-04,Completed
29989,1,611T1501,611T1501 [BUSHING] ,1,1375.00,2017-11-03,Completed
69361,1,N048865,N048865 [INJECTION BUSHING],1,875.00,2019-11-19,Completed
136498,1,666V0802,666V0802 [CHECK VALVE],1,870.00,2024-05-31,Completed
136498,2,Y060950,Y060950 [SCREW BUSHING],1,875.00,2024-06-07,Completed
107889,1,4T123801,4T123801 [LEFT SCREW NUT],10,7.50,2022-07-21,Completed
107889,2,637R3801,637R3801 [LEFT TURN BUCKLE],3,55.00,2022-07-26,Completed
107889,3,695R1601,695R1601 [LOCK NUT],4,47.50,2022-07-26,Completed
48152,1,8X20BS,8X20BS [BRASS SCREWS],12,2.50,2018-08-31,Completed
82115,1,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)],4,330.00,2020-10-08,Completed
82115,2,Y152202,Y152202 [SLIDE PLATE DC350R- M],4,275.00,2020-10-08,Completed
140240,1,636E1302,636E1302 [WASHER FOR END CAP I59 I61 M30] ,12,35.00,2024-07-23,Completed
91196,1,N064799,N064799 [SHAFT],1,750.00,2021-05-20,Completed
58396,1,9X818209,9X818209 [TURN BUCKLE],1,375.00,2019-04-09,Completed
123056,1,N073037,N073037 [SHAFT],1,910.00,2023-08-16,Completed
30758,1,673V1001,673V1001 [LINER DC500CL-T] ,2,1050.00,2017-10-13,Completed
46816,1,695R1601,695R1601 [LOCK NUT],5,52.50,2018-08-29,Completed
46816,2,637R3601,637R3601 [SHAFT],5,775.00,2018-08-29,Completed
62778,1,Y052727,Y052727 [SPROCKET],5,475.00,2019-07-16,Completed
145489,1,HMW0025,HMW0025 [SHAFT ECXS CHARGE i78] ,1,2160.00,2024-12-20,Completed
158235,1,TML0038,TML0038 [LINK PIN 2 FOR EC200SX],4,450.00,2025-08-18,Completed
158235,2,TML0026,TML0026 [LINK PIN 1 FOR EC200SX SXII] ,4,730.00,2025-08-18,Completed
156218,1,637R3301,637R3301 [SPROCKET],3,125.00,2025-08-08,Completed
156218,2,637R3501,637R3501 [SPROCKET],4,120.00,2025-08-08,Completed
156218,3,647S0401,647S0401 [SHAFT SPACER],5,26.00,2025-08-08,Completed
139807,1,Y026322,Y026322 [CYLINDER JOINT],1,175.00,2024-08-09,Completed
153374,1,N050619,N050619 [COUPLING DC350JM- S/MH & DC500CLHT],1,2325.00,2025-06-13,Completed
158547,1,S530798,S530798 [CLAMP WEAR STRIP ISGT950 1150 3858MM],3,425.00,2025-10-03,Completed
62195,1,Y015907,Y015907 [CASE GUIDE],1,437.00,2019-07-03,Completed
62195,2,Y052732,Y052732 [CASE],1,275.00,2019-07-03,Completed
62195,3,Y052733,Y052733 [SPACER],1,185.00,2019-07-03,Completed
53348,1,Y006291,Y006291 [SPROCKET],5,375.00,2018-12-26,Completed
114771,1,9W331301,9W331301 [COVER FOR DC500J- MS],1,375.00,2023-01-24,Completed
112466,1,H323583,H323583 [INJECTION BUSHING],1,1075.00,2022-11-25,Completed
28088,1,Y052727,Y052727 [SPROCKET],1,475.00,2017-08-09,Completed
28088,2,N031989,N031989 [SHAFT],1,450.00,2017-08-09,Completed
112472,1,CHG18074,CHG18074 [KEY FOR SERVO MOTOR 22X14X128MM OAL],1,95.00,2022-11-25,Completed
112472,2,S536600,S536600 [ROD 1 F/ LOCK NUT CYLINDER ISGT720],1,395.00,2022-12-02,Completed
99455,1,N02477G03,N02477G03 [GUIDE SHAFT],2,1550.00,2021-12-03,Completed
73067,1,680V8201,680V8201 [POPPET],1,1750.00,2020-03-03,Completed
72379,1,8X20BS,8X20BS [BRASS SCREWS],8,2.75,2020-02-03,Completed
72379,2,647W6503,647W6503 [SLIDE PLATE ],4,390.00,2020-02-03,Completed
91948,1,Y152202,Y152202 [SLIDE PLATE DC350R- M],2,295.00,2021-05-19,Completed
93187,1,N064799,N064799 [SHAFT],2,775.00,2021-07-05,Completed
30638,1,Y023414,Y023414 [STOPPER],1,443.00,2017-11-03,Completed
30638,2,497T8902,497T8902 [NUT FOR SAFETY HOOK],1,145.00,2017-11-03,Completed
133325,1,H323583,H323583 [INJECTION BUSHING],2,1150.00,2024-03-29,Completed
146962,1,L771420,L771420 [NUT FOR CLAMP CYLINDER ISGS 610],4,295.00,2025-01-31,Completed
34310,1,Y072160,Y072160 [RETAINER],1,295.00,2018-01-08,Completed
34310,2,Y027663,Y027663 [FITTING],1,95.00,2018-01-08,Completed
52095,1,492V7804,492V7804 [COLLAR],4,75.00,2018-12-12,Completed
35768,1,602T9901,602T9901 [BUSHING] ,1,915.00,2018-02-19,Completed
79576,1,348X5301,348X5301 [PISTON],1,1295.00,2020-07-31,Completed
132007,1,L707501,L707501 [TIE BAR ISGS310 2175MM OAL],1,5225.00,2024-03-15,Completed
103755,1,Y069318,Y069318 [PLUNGER ROD],1,725.00,2022-04-08,Completed
103755,2,9W4210G04,9W4210G04 [COOLING PIPE ASSY],1,405.00,2022-04-08,Completed
86987,1,6S331401,6S331401 [ARM SHAFT FOR DTO650~800L],1,960.00,2021-01-27,Completed
86987,2,6S331301,6S331301 [GUIDE SHAFT],1,725.00,2021-01-27,Completed
90129,1,Y084104,Y084104 [BUSHING FOR SAFETY HOOK],2,165.00,2021-04-16,Completed
87455,1,N050619,N050619 [COUPLING DC350JM- S/MH & DC500CLHT],2,2225.00,2021-02-17,Completed
87455,2,Y069318,Y069318 [PLUNGER ROD],2,725.00,2021-02-17,Completed
51013,1,H306463,H306463 [EJECTOR PLATE C],1,5289.00,2018-11-29,Completed
67589,1,Y023414,Y023414 [STOPPER],1,400.00,2019-10-15,Completed
59467,1,Y074956,Y074956 [CLEVIS],1,840.00,2019-05-07,Completed
59467,2,Y074983,Y074983 [SHAFT],1,500.00,2019-05-07,Completed
88982,1,637R4907,637R4907 [P SQUARE KEY],1,45.00,2021-03-26,Completed
88982,2,637R4902,637R4902 [P SQUARE KEY] ,1,45.00,2021-03-26,Completed
144436,1,S536030,S536030 [INJECTION GUIDE ROD FOR ISGS I27 LOWER],2,735.00,2024-11-22,Completed
144436,2,S536688,S536688 [CLAMP WEAR STRIP ISG720 3273MMOAL],4,380.00,2024-11-22,Completed
127620,1,TMM1902,TMM1902 [SPLIT COLLAR 6A/B ECSXII],1,440.00,2023-11-10,Completed
61107,1,H323581,H323581 [INJECTION BUSHING],1,1875.00,2019-05-23,Completed
87496,1,6S331501,6S331501 [BEARING STOPPER],3,190.00,2021-02-18,Completed
87496,2,6S331803,6S331803 [SPROCKET FOR DTO650~800L],5,295.00,2021-02-23,Completed
130348,1,Y069318,Y069318 [PLUNGER ROD],2,725.00,2024-01-24,Completed
57489,1,Y122756,Y122756 [EJECTOR ROD],2,855.00,2019-03-26,Completed
101447,1,655S3602,655S3602 [BLOCK],2,375.00,2022-01-25,Completed
144387,1,N004796,N004796 [ARM],1,820.00,2024-11-22,Completed
144387,2,N013483,N013483 [ARM],1,820.00,2024-11-22,Completed
144387,3,N022637,N022637 [COVER],1,575.00,2024-11-22,Completed
144387,4,N022635,N022635 [COVER],1,575.00,2024-11-22,Completed
32577,1,H323583,H323583 [INJECTION BUSHING] ,1,1575.00,2017-12-01,Completed
77995,1,Y076347,Y076347 [PLATE],1,105.00,2020-05-20,Completed
77995,2,Y058625,Y058625 [PIN],1,85.00,2020-05-20,Completed
77995,3,Y058624,Y058624 [PIN SUPPORT],1,170.00,2020-05-20,Completed
32576,1,673V1001,673V1001 [LINER DC500CL-T] ,2,1050.00,2017-11-15,Completed
144392,1,L771624,L771624 [NUT FOR BOOSTER CYLINDER M72],1,405.00,2024-11-22,Completed
144392,2,S576705,S576705 [NUT FOR CLAMP M72X2 105MM X 23MM],1,355.00,2024-11-22,Completed
144392,3,TKR0053,TKR0053 [LINK PIN 1 EC310N EC390N NII],1,725.00,2024-11-22,Completed
50495,1,Y015907,Y015907 [CASE GUIDE],4,425.00,2018-10-29,Completed
74251,1,680V8201,680V8201 [POPPET],1,1750.00,2020-03-26,Completed
74251,2,N073316,N073316 [SEAT],1,1275.00,2020-03-26,Completed
74251,3,Y102296,Y102296 [PLUG],1,200.00,2020-03-26,Completed
33132,1,9W4210G02,9W4210G02 [COOLING PIPE] ,1,335.00,2017-12-08,Completed
111387,1,H323581,H323581 [INJECTION BUSHING],1,1875.00,2022-10-28,Completed
61106,1,647W6502,647W6502 [SLIDE PLATE DC650CL* 1995~],2,420.00,2019-05-30,Completed
149846,1,N066878,N066878 [PISTON ROD C2G16],1,1350.00,2025-04-04,Completed
149846,2,N066879,N066879 [POPPET C2G16],1,1950.00,2025-04-04,Completed
44345,1,8X20BS,8X20BS [BRASS SCREWS] 8X20BS [BRASS SCREWS] ,24,2.50,2018-06-15,Completed
29195,1,637R4101,637R4101 [BUSHING],2,275.00,2017-09-05,Completed
67588,1,Y089908,Y089908 [LADLE PIN],1,100.00,2019-10-15,Completed
67588,2,Y060388,Y060388 [SLIDE BAR SAFETY RATCHET DC2500CS],2,515.00,2019-10-15,Completed
125787,1,N088091,N088091 [HOLDER],1,650.00,2023-10-19,Completed
153177,1,L708101,L708101 [TIE BAR FOR ISGS 610 3258 X 145MM] PO,1,8450.00,2025-07-11,Completed
115136,1,Y152202,Y152202 [SLIDE PLATE DC350R- M],2,315.00,2023-02-10,Completed
113221,1,4T122502,4T122502 [LEFT SCREW BOLT],1,45.00,2022-12-15,Completed
67985,1,N060285,N060285 [SHAFT FOR SAFETY HOOK ASSY DC800RM],2,695.00,2019-10-29,Completed
70547,1,Y074206,Y074206 [POPPET DC1650CS-2],1,1075.00,2019-12-20,Completed
70547,2,N054089,N054089 [SEAT DC1650CS-2] ,1,2100.00,2019-12-20,Completed
111807,1,603S8303,603S8303 [JOINT FOR SPRAYER DC500JMS],1,320.00,2022-11-09,Completed
34311,1,N02477G03,N02477G03 [GUIDE SHAFT] ,2,1550.00,2018-01-30,Completed
78899,1,M25X1.5,M25X1.5 [NUT WITH INTERNAL TAPER],1,110.00,2020-06-10,Completed
125220,1,621F8208, 621F8208 [SHIM FOR HOPPER BLOCK SX SX2 U48],20,35.00,2023-10-03,Completed
93186,1,N066877,N066877 [INJECTION BUSHING],1,2185.00,2021-06-24,Completed
95291,1,N040211,N040211 [LINK],2,1925.00,2021-08-10,Completed
72378,1,N062738,N062738 [SLEEVE],1,3950.00,2020-02-10,Completed
75417,1,35X29,35X29 [BUSHING Y109564],1,85.00,2020-03-20,Completed
75417,2,35X49,35X49 [BUSHING Y109565],2,110.00,2020-03-20,Completed
152368,1,Y042157,Y042157 [CROSS HEAD BUSHING],4,495.00,2025-05-23,Completed
152368,2,Y042157,Y042157 [CROSS HEAD BUSHING],2,625.00,2025-05-23,Completed
156231,1,L707510,L707510 [BUSHING FOR TIE BAR ISGS310] (out of BC6 -Bearing bronze Material),8,525.00,2025-07-25,Completed
128089,1,S529933,[L GUIDE PLATE F/ INJ BASE ISF GS GT I19-I81 (100X75MM)],1,200.00,2023-11-17,Completed
157885,1,CHG25175,CHG25175[BARREL SEAL FLANGE FOR EC-N 2B LSM],1,465.00,2025-09-12,Completed
157885,2,S536630,S536630 [INJECTION GUIDE ROD FOR ISG I59],2,1395.00,2025-09-12,Completed
137195,1,624T0003,624T0003 [SPACER],1,205.00,2024-06-14,Completed
137195,2,647W6503,647W6503 [SLIDE PLATE ],4,425.00,2024-07-02,Completed
137195,3,H39579G01,H39579G01[COUPLING ],1,2375.00,2024-06-14,Completed
98825,1,N061985,N061985 [EJECTOR PISTON ROD],1,1475.00,2021-11-29,Completed
94945,1,695R1601,695R1601 [LOCK NUT],2,47.50,2021-08-13,Completed
136328,2,TMV0003,TMV0003 [LINK PIN 2 EC720SX],4,720.00,2024-06-07,Completed
91197,1,Y079961,Y079961 [ROLLER PIN],1,245.00,2021-04-19,Completed
91197,2,Y079962,Y079962 [ECCENTRIC PIN],1,250.00,2021-04-19,Completed
91197,3,Y088118,Y088118 [ROLLER],1,305.00,2021-04-19,Completed
80717,1,N066879,N066879 [POPPET C2G16],2,1795.00,2020-09-03,Completed
80717,2,N066878,N066878 [PISTON ROD C2G16],2,1125.00,2020-09-03,Completed
107888,1,4T122501,4T122501 [RIGHT SCREW BOLT],10,45.00,2022-07-21,Completed
88377,1,Y052726,Y052726[SPROCKET],2,470.00,2021-03-02,Completed
88377,2,Y052725,Y052725[SPROCKET],4,185.00,2021-03-02,Completed
111998,1,N072617,N072617 [SEAT C2G16 DC350JMS],2,1095.00,2022-11-14,Completed
111998,2,N072618,N072618 [GUIDE C2G16 DC350JMS],2,1125.00,2022-11-14,Completed
111998,3,N048534,N048534 [POPPET FOR C2G16 DC800JM-S],2,925.00,2022-11-14,Completed
133708,1,6R893601,6R893601[POPPET],2,2295.00,2024-04-03,Completed
34715,1,N073037,N073037 [SHAFT] ,1,875.00,2017-12-29,Completed
61728,1,N064706,N064706 [GUIDE],1,815.00,2019-06-20,Completed
27755,1,N062738,N062738 [SLEEVE],1,3300.00,2017-08-03,Completed
97096,1,9X818208,9X818208 [TURN BUCKLE],2,375.00,2021-10-05,Completed
92677,1,9X5163G02,9X5163G02 [COOLING PIPE ASSY],1,415.00,2021-06-15,Completed
100467,1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],1,405.00,2022-01-07,Completed
104173,1,654V2701,654V2701 [FLANGE ( B )],2,475.00,2022-04-29,Completed
86616,1,609T6501,609T6501 [GLAND PACKING] ,1,425.00,2020-12-18,Completed
131876,1,L707501,L707501 [TIE BAR ISGS310 2175MM OAL] ,1,5225.00,2024-03-22,Completed
81179,1,Y132909,Y132909 [DOOR ROLLER],1,225.00,2020-09-15,Completed
81179,2,Y132910,Y132910 [DOOR ROLLER],1,270.00,2020-09-15,Completed
104615,1,4T123401,4T123401 [LADLE PIN],1,60.00,2022-04-29,Completed
157503,1,TKL0053,TKL0053 [LINK PIN 1 EC180N NII],2,625.00,2025-09-05,Completed
99078,1,N031989,N031989 [SHAFT],1,450.00,2021-11-30,Completed
99078,2,614W1801,614W1801 [P SQUARE KEY],1,25.00,2021-11-30,Completed
157265,1,8X20BS,8X20BS [BRASS SCREWS],36,3.00,2025-09-05,Completed
157265,2,N052403,N052403 [INJECTION BUSHING DC250JS],2,1095.00,2025-09-05,Completed
41361,1,8X30BS,8X30 [HEX SOCKET HEAD BOLT] ,6,2.75,2018-05-01,Completed
105537,1,N086440,N086440 [POPPET DC3500CS],1,2250.00,2022-05-25,Completed
90048,1,4T123401,4T123401 [LADLE PIN],7,63.00,2021-03-26,Completed
89269,1,647W5603,647W5603 [SLIDE PLATE FOR DC350J],4,275.00,2021-03-31,Completed
89269,2,8X20BS,8X20BS [BRASS SCREWS],12,2.75,2021-03-26,Completed
110886,1,Y026322,Y026322 [CYLINDER JOINT],2,155.00,2022-10-19,Completed
105535,1,N107308,N107308 [PISTON ROD],1,2325.00,2022-06-01,Completed
105535,2,Y142052,Y142052 [CYLINDER TUBE],1,985.00,2022-06-01,Completed
84981,1,611V6701,611V6701 [SAME AS Y102648 ELECTRODE PROBE],2,81.75,2020-12-08,Completed
84759,1,Y006501,Y006501 [SPACER],1,85.00,2020-12-10,Completed
84759,2,Y089908,Y089908 [LADLE PIN],2,100.00,2020-12-10,Completed
84759,3,Y006298,Y006298 [BEACASE],2,295.00,2020-12-10,Completed
84759,4,Y006502,Y006502 [SPACER],1,105.00,2020-12-10,Completed
104165,1,447T9103,447T9103 [BUSHING DC800J- MH],1,405.00,2022-04-19,Completed
104165,2,604T2001,604T2001 [BUSHING],1,725.00,2022-04-19,Completed
94562,1,N029282,N029282 [POPPET],1,1250.00,2021-07-01,Completed
86166,1,654V2701,654V2701 [FLANGE ( B )],1,475.00,2021-01-22,Completed
86166,2,9X352701,9X352701 [FLANGE],1,475.00,2021-01-22,Completed
29785,1,N007950,N007950 [BRONZE LINER DC1650CS-2],2,1980.00,2017-10-27,Completed
104171,1,447T9103,447T9103 [BUSHING DC800J- MH],1,405.00,2022-04-19,Completed
104171,2,604T2001,604T2001 [BUSHING] ,1,725.00,2022-04-19,Completed
99907,1,N031989,N031989 [SHAFT],2,450.00,2021-12-23,Completed
27757,1,H323583,H323583 [INJECTION BUSHING],1,1575.00,2017-08-03,Completed
51819,1,AV0806G01,AV0806G01 [SLIDE BRACKET ASSY FOR LADLE UNIT DC650R],1,4315.00,2018-12-10,Completed
60346,1,H340600,H340600 [CHUCK HOUSING DTO350SLH],1,1275.00,2019-05-20,Completed
112908,1,Y028955,Y028955 [SHAFT],1,1065.00,2022-12-07,Completed
88375,1,9X818208,9X818208 [TURN BUCKLE],4,375.00,2021-03-09,Completed
119478,1,S536680,S536680 [CLAMP WEAR STRIP ISGT720 3523MM OAL],4,475.00,2023-05-23,Completed
119478,2,S565107,S565107 [SQUARE NUT],2,229.00,2023-05-23,Completed
119478,3,TKM2027,TKM2027 [CLAMP WEAR STRIP EC240N 2485MM X 92MM],1,395.00,2023-05-23,Completed
59048,1,Y122756,Y122756 [EJECTOR ROD],1,855.00,2019-04-30,Completed
59048,2,609T1001,609T1001 [LINK PIN BUSHING FOR DC350CL-1],2,495.00,2019-04-30,Completed
48145,1,674W1401,674W1401 [PLUNGER ROD],1,1475.00,2018-09-14,Completed
141175,1,N008952,N008952 [COVER FOR DAL],1,795.00,2024-08-14,Completed
159074,1,H323582,H323582 [INJECTION BUSHING DC650JMS],1,1235.00,2025-10-10,Completed
159074,2,N052403,N052403 [INJECTION BUSHING DC250JS],1,1095.00,2025-10-10,Completed
159074,3,N064799,N064799 [SHAFT],3,865.00,2025-10-10,Completed
132819,1,4T123401,4T123401 [LADLE PIN],2,60.00,2024-03-15,Completed
100698,1,388W45-11,388W45-11 [EJECTOR ROD WIRE TYPE FOR DC3500CS],1,1475.00,2022-01-13,Completed
100698,2,388W45-12,388W45-12 [EJECTOR ROD SOLID TYPE FOR DC3500CS],2,1175.00,2022-01-13,Completed
34529,1,Y069059,Y069059 [ROLLERS FOR SAFETY DOOR (DC1650CS)],1,198.00,2018-01-17,Completed
34529,2,Y069063,Y069063 [SHAFT FOR ROLLER (DC1650CS)],2,195.00,2018-01-17,Completed
34529,3,Y069060,Y069060 [SPACER],1,55.00,2018-01-17,Completed
38307,1,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)],3,310.00,2018-03-07,Completed
38307,2,673V1001,673V1001 [LINER DC500CL-T],2,1050.00,2018-03-07,Completed
68256,1,609T2110,609T2110 [BUSHING],8,425.00,2019-11-01,Completed
49298,1,8X20BS,8X20BS [BRASS SCREWS],12,2.50,2018-09-21,Completed
141820,1,N066877,N066877 [INJECTION BUSHING],2,2250.00,2024-09-26,Completed
129222,1,674W1401,674W1401 [PLUNGER ROD],2,1295.00,2023-12-29,Completed
129222,2,4T123401,4T123401 [LADLE PIN],2,60.00,2023-12-29,Completed
129222,3,N050619,N050619 [COUPLING DC350JM- S/MH & DC500CLHT],2,2225.00,2023-12-29,Completed
32789,1,6S331301,6S331301 [GUIDE SHAFT] 6S331301 [GUIDE SHAFT] ,3,725.00,2017-11-22,Completed
68487,1,4T122501,4T122501 [RIGHT SCREW BOLT],4,45.00,2019-10-30,Completed
108367,1,6S331401,6S331401 [ARM SHAFT FOR DTO650~800L],1,960.00,2022-08-03,Completed
108367,2,6S331301,6S331301 [GUIDE SHAFT],1,725.00,2022-08-03,Completed
108367,3,6S331801,6S331801 [SPROCKET FOR DTO650~800L],2,295.00,2022-08-08,Completed
104575,1,609T6501,609T6501 [GLAND PACKING],2,425.00,2022-04-28,Completed
99456,1,9X5163G01,9X5163G01 [COOLING PIPE ASSEMBLY],2,375.00,2021-12-10,Completed
98748,1,N066875,N066875[ BUSHING],1,2245.00,2021-11-19,Completed
98748,2,N064799,N064799 [SHAFT],3,775.00,2021-11-29,Completed
98748,3,9X352701,9X352701 [FLANGE],1,475.00,2021-11-29,Completed
98748,4,637R3601,637R3601 [SHAFT],2,775.00,2021-11-19,Completed
98748,5,9X818209,9X818209 [TURN BUCKLE],2,375.00,2021-11-19,Completed
112471,1,N090092,N090092 [ EJECTOR ROD],1,1525.00,2022-11-25,Completed
112471,2,Y029537,Y029537 [EJECTOR BUSHING],1,525.00,2022-11-25,Completed
137140,1,Y006299,Y006299 [CASE GUIDE],1,450.00,2024-06-11,Completed
24896,1,469R3202,469R3202 [INJECTION BUSHING DC2500CS-2],2,525.00,2017-06-21,Completed
95287,1,609T1002,609T1002 [LINK PIN BUSHING],6,445.00,2021-08-24,Completed
95287,2,9W306202,9W306202 [LINK PIN],2,625.00,2021-08-24,Completed
40486,1,Y030065,Y030065 [HEX. NUT] ,2,263.00,2018-04-25,Completed
70545,1,469R8901,469R8901 [TIE BAR BUSHING DC1650CS2] ,8,2225.00,2019-12-16,Completed
56582,1,H39575G01,H39575G01[COUPLING],1,2985.00,2019-03-14,Completed
101646,1,Y006501,Y006501 [SPACER],1,85.00,2022-02-11,Completed
101646,2,Y006298,Y006298 [BEACASE],1,295.00,2022-02-11,Completed
